2025-12-24,1.1777
2025-12-25,1.17714
2025-12-28,1.1771
2025-12-29,1.17473
2025-12-30,1.17451
2025-12-31,1.1747
2026-01-01,1.17199
2026-01-04,1.17198
2026-01-05,1.16881
2026-01-06,1.16727
2026-01-07,1.16578
2026-01-08,1.16338
2026-01-11,1.16648
2026-01-12,1.1641
2026-01-13,1.16428
2026-01-14,1.16068
2026-01-15,1.1595
2026-01-18,1.16445
2026-01-19,1.17229
2026-01-20,1.16815
2026-01-21,1.17536
2026-01-22,1.1828
2026-01-25,1.18796
2026-01-26,1.20371
2026-01-27,1.19528
2026-01-28,1.19697
2026-01-29,1.1849
2026-02-01,1.17885
2026-02-02,1.18159
2026-02-03,1.18053
2026-02-04,1.17782
2026-02-05,1.18133
2026-02-08,1.19136
2026-02-09,1.18939
2026-02-10,1.18891
