2025-08-05,34.936
2025-08-06,33.781
2025-08-07,33.482
2025-08-08,32.904
2025-08-11,33.422
2025-08-12,32.822
2025-08-13,32.992
2025-08-14,32.539
2025-08-15,31.397
2025-08-18,31.592
2025-08-19,31.534
2025-08-20,32.182
2025-08-21,33.444
2025-08-22,33.795
2025-08-25,33.973
2025-08-26,33.624
2025-08-27,32.671
2025-08-28,31.708
2025-08-29,31.622
2025-09-01,32.061
2025-09-02,31.772
2025-09-03,32.112
2025-09-04,32.412
2025-09-05,31.969
2025-09-08,33.064
2025-09-09,32.931
2025-09-10,33.122
2025-09-11,32.323
2025-09-12,32.662
2025-09-15,32.154
2025-09-16,32.329
2025-09-17,32.401
2025-09-18,32.952
2025-09-19,32.308
2025-09-22,31.844
2025-09-23,32.265
2025-09-24,31.903
2025-09-25,32.456
2025-09-26,32.697
2025-09-29,32.06
